z,SNR,m1,m2,Mc,eta,dL,iota,theta,phi,psi
5.210463,186.952910,207457.860297,111327.297900,813847.959911,0.227266,49956.003173,0.833873,2.960036,6.185909,3.172258
4.997823,365.458405,71182.360059,36491.497633,263214.613191,0.224049,47578.656052,1.355319,0.937704,2.727872,3.406546
4.947557,160.847626,260139.286560,174724.938901,1099523.104220,0.240355,47018.476170,0.881923,1.596052,2.253390,0.929257
5.288206,190.012530,70826.592206,42840.023902,299659.327774,0.234844,50828.167326,1.445862,0.544238,1.283618,5.219646
4.985210,56.175955,811329.252365,530621.877215,3403466.285651,0.239061,47438.036308,1.254307,1.189254,5.945979,0.464538
4.945500,290.562413,35150.079041,14373.149761,114107.326655,0.205997,46995.568129,1.121660,1.980026,6.070255,2.115167
5.221338,448.894496,68106.504928,66668.293347,364944.502776,0.249972,50077.914627,1.225956,1.933775,6.124506,2.300747
4.914696,231.497489,86688.936320,57175.045761,360947.545995,0.239478,46652.641019,1.343232,1.127342,5.700381,4.160587
5.006074,224.768694,68799.430601,12567.002629,144075.967066,0.130595,47670.679069,0.600371,1.579585,4.784083,1.046020
5.124938,225.683740,54760.458149,18702.767950,166001.284426,0.189772,48998.363788,0.645788,2.388735,4.196359,5.633925
4.910321,22.679400,1200034.571865,542100.285870,4086568.267225,0.214343,46603.964729,1.549765,1.141376,1.073680,3.974478
5.278356,58.882710,15393.859725,5173.682697,47413.045030,0.188271,50717.579485,1.167835,1.854131,3.901545,2.705352
5.123927,66.463771,323289.480217,199255.215663,1345259.598561,0.235914,48987.062105,0.993514,0.832936,5.478029,1.471946
4.899136,330.474754,79140.078704,74298.308546,393755.694434,0.249751,46479.527304,1.066806,1.331488,5.272305,0.255991
4.932980,497.270303,36178.487103,28063.608014,164310.490320,0.246011,46856.160447,0.306302,2.733517,0.615908,1.837936
5.364773,114.546839,340763.099800,125218.398027,1117330.307419,0.196509,51688.646642,1.030661,1.670504,5.399504,3.736227
4.697702,243.625384,320571.906301,220666.347102,1314676.670913,0.241482,44244.683689,0.674206,2.448340,5.879975,5.664063
4.924610,680.123304,131314.965046,38473.249050,353803.496256,0.175250,46762.985933,0.584114,1.450423,2.837379,3.841317
5.390714,96.667225,248016.892349,212880.583813,1277611.777513,0.248547,51980.520128,0.516624,2.020474,1.372027,4.157911
5.063982,45.183663,659157.729126,562112.921084,3211317.566306,0.248421,48317.020239,1.048491,0.611365,5.407568,1.987814
5.126408,257.555376,64125.266184,32162.170401,239395.906656,0.222451,49014.812907,0.811464,0.286627,5.644146,0.682587
4.774019,135.606137,508964.056730,198421.789578,1563553.794821,0.201820,45090.004685,1.080103,0.951831,3.291662,3.245544
4.798875,46.029005,17758.852849,4975.936663,45685.610274,0.170965,45365.691788,1.384747,2.299517,3.198182,0.707623
5.024033,549.566357,69730.386383,63553.114041,349033.735919,0.249463,47871.031923,0.911564,0.501257,2.413157,3.375789
5.140488,407.199685,131036.166327,118852.522117,666950.019757,0.249406,49172.335505,0.803323,0.454200,3.340017,0.143908
4.918283,116.541964,183258.591394,105853.996645,712271.058399,0.232080,46692.566008,0.970643,0.759991,5.040402,6.179424
4.770693,311.724783,51179.522982,35856.368988,214528.894611,0.242251,45053.124166,0.821581,2.225107,2.874380,5.112298
5.274884,252.126813,73530.963436,62010.976316,368599.111450,0.248194,50678.608231,1.062066,0.935036,5.642055,2.361200
4.830842,58.654263,1223348.346923,205788.109577,2373005.871370,0.123260,45720.512912,1.207972,1.861490,5.567402,5.508073
5.029123,47.702780,348489.940372,228075.535076,1473146.074932,0.239096,47927.836935,1.498166,2.389209,4.407701,2.341142
4.754058,109.762480,450914.293137,278527.169982,1765034.140899,0.236037,44868.744745,1.157441,2.659691,5.354135,4.827547
4.789495,386.037572,166113.787508,122058.110258,715968.190751,0.244157,45261.627860,0.935502,1.211226,3.236102,2.340863
5.289740,101.001354,240855.399093,197388.200953,1192713.408115,0.247541,50845.389591,0.985644,3.105790,1.740698,5.726300
4.847484,165.575333,389529.741936,321358.251083,1799396.546060,0.247701,45905.348826,0.826091,1.665989,0.216362,3.645862
5.197983,489.776105,72108.247970,69330.151604,381488.273160,0.249904,49816.148813,0.361066,1.307645,5.199453,4.111384
5.226662,27.848012,997027.677003,597097.681829,4155299.672934,0.234265,50137.604569,1.487639,1.846665,3.912031,0.687760
4.972436,96.153994,404567.667364,338381.383740,1922198.566433,0.248016,47295.647690,1.246395,2.134932,5.194471,4.286237
4.921842,133.061824,40794.653677,26113.838839,167434.486628,0.237964,46732.170068,1.325324,2.524277,3.936118,2.189885
4.938974,71.491051,273629.437332,113441.431494,893951.677022,0.207183,46922.899130,1.067900,0.410922,0.254623,2.344138
4.930742,168.150935,750746.174485,193165.955864,1883549.161445,0.162765,46831.246480,0.252878,2.296699,5.393607,5.950264
5.086888,101.241426,313340.938936,104779.652500,933064.082838,0.187798,48572.943021,0.656025,0.971895,1.324387,5.453070
5.069130,42.582300,339056.472732,150940.662111,1176344.944873,0.213153,48374.523910,1.408511,2.028383,2.169348,3.269725
5.040555,513.536166,46792.580578,39106.258930,224767.423187,0.247998,48055.434394,0.178570,1.358951,0.437688,2.635615
4.857492,98.098984,312337.076271,207517.119778,1292831.373396,0.239836,46016.538482,1.037085,1.246895,5.344289,4.711212
5.035295,30.531602,1877125.945637,1527019.723413,8885864.437969,0.247356,47996.712796,1.002621,2.366985,0.108330,6.025989
5.375949,208.680157,188755.108221,84984.367476,692181.547147,0.214073,51814.376577,0.941034,1.244338,6.054874,4.618766
5.354337,284.635820,159624.393192,44265.685346,447394.765054,0.169971,51571.281147,1.193885,1.425967,2.477865,4.484006
5.011296,380.683805,153763.505126,136348.747557,757456.234455,0.249099,47728.927040,0.864397,2.006035,6.131578,2.311026
5.202923,20.852335,1185110.071991,822146.087385,5312518.058753,0.241825,49871.498607,1.204914,1.350949,4.913412,4.888921
4.813850,312.909227,43431.483121,17817.112372,138111.473403,0.206276,45531.864281,0.892179,1.381820,5.609944,4.533301
4.746009,316.088171,63804.536921,28208.590325,208802.696696,0.212585,44779.552470,1.344582,2.389437,0.221568,4.523118
4.680762,23.100734,2474652.648020,517856.971492,5294609.371818,0.143104,44057.286519,0.121900,1.622410,4.568519,5.909225
4.939192,79.511631,939351.156202,530486.271244,3620551.997639,0.230655,46925.326972,0.577208,1.241330,4.107530,1.589727
4.767824,49.242673,1328060.394195,845817.494373,5294947.832794,0.237697,45021.324377,1.010258,1.989012,3.045488,5.059647
4.829611,58.524959,458773.419891,120054.489443,1142130.445465,0.164391,45706.844552,1.085483,1.616297,0.951945,2.810685
4.986008,315.320722,89537.470187,60724.521273,382814.906492,0.240808,47446.931735,1.364478,0.900499,3.739372,1.270089
5.230028,128.907810,11634.908221,8944.967659,55233.997611,0.245729,50175.346883,0.458316,1.110097,1.496171,4.029185
4.880515,356.073719,155560.967840,89918.851899,600984.149277,0.232124,46272.438689,0.346933,2.967780,3.405900,1.012814
4.936522,49.151740,780566.512216,272509.208009,2321212.149540,0.191810,46895.598257,1.471756,0.814936,4.017256,4.915535
4.884983,158.646403,483585.458068,279216.254057,1868578.120097,0.232055,46322.124694,0.709567,1.385036,5.947248,0.566820
4.959556,387.839990,101805.124418,64511.973919,418285.228792,0.237430,47152.140061,0.718393,2.031567,3.514297,1.556870
4.858761,190.044923,31954.429972,23542.428341,139566.598267,0.244256,46030.637504,0.799822,0.733100,6.085983,5.157695
4.904105,96.558212,267536.290591,186161.480254,1143310.617619,0.241958,46534.801129,0.922381,0.893536,4.412057,1.846345
4.984662,36.068246,1144182.215502,711471.259253,4674463.457348,0.236406,47431.920697,1.541598,1.100868,3.819476,4.224992
5.148492,362.651009,101737.577338,29050.366960,280436.721445,0.172782,49261.913255,0.913622,2.918236,0.466571,3.923301
4.773675,19.054728,1581696.354894,1248807.106442,7054247.317731,0.246542,45086.189613,1.548570,1.467277,0.561891,0.610308
4.697208,133.741097,357599.708380,300788.078094,1625400.444271,0.248139,44239.218212,0.797751,1.727220,2.119875,0.296625
4.757016,158.088056,825341.666751,615658.033698,3564910.575358,0.244707,44901.520919,0.524835,1.643377,6.227305,4.624942
4.943877,326.059475,95987.714179,55325.729201,374265.664578,0.231946,46977.495663,0.599110,1.931597,4.436761,5.921709
5.142076,69.446407,233986.558071,216040.378395,1201995.973719,0.249602,49190.113765,1.266768,2.135588,4.495599,4.296044
4.887301,94.870900,294433.492872,163015.449607,1113210.508769,0.229367,46347.897188,1.199414,1.243009,3.965280,4.125891
4.773916,459.559920,140477.238935,74195.376900,508048.073001,0.226167,45088.860415,0.756029,2.516583,4.880424,0.124734
5.017248,81.352246,342629.740428,221270.947367,1435512.741124,0.238421,47795.327033,0.831156,2.390864,2.617680,4.134837
4.935329,138.628814,276007.855643,234078.879418,1312460.354422,0.248311,46882.312734,0.862750,0.445733,1.709345,0.249352
5.306399,77.908038,32497.348321,10695.321646,99385.833795,0.186304,51032.489105,1.261018,2.595980,4.052257,3.580467
5.314247,60.922333,375037.354796,356411.370608,2009557.437482,0.249838,51120.655504,0.905022,1.482419,4.531103,0.960795
4.989190,87.189878,321670.782336,89877.909462,853340.921598,0.170696,47482.399515,0.547740,2.462322,1.987220,3.007308
5.026364,106.916270,260739.298239,134516.389838,972005.584404,0.224505,47897.044931,0.634478,1.343914,0.924650,3.352813
4.930980,324.768586,113548.081697,32942.248686,304596.191230,0.174307,46833.890330,0.965065,1.607204,0.679095,2.317558
4.965911,131.178565,28512.350339,17606.373747,115697.263082,0.236020,47222.943227,1.022824,2.026708,1.325622,2.450971
5.096421,36.164547,678533.726184,477338.549976,3011145.646074,0.242425,48679.491922,1.502077,1.754189,1.235879,3.483425
5.241854,121.922405,270622.812953,163702.895279,1136587.758841,0.234850,50307.981179,0.502811,2.025272,4.597933,1.940406
5.113282,181.359870,81878.477447,65358.025409,388823.502147,0.246853,48867.998613,1.249429,1.871614,1.915217,2.955235
4.900272,23.479210,322517.616861,181311.141021,1231975.863902,0.230363,46492.163456,1.432020,1.477580,1.409602,4.354293
5.150888,36.255951,1330825.108456,923989.477396,5918183.478670,0.241861,49288.724501,0.721015,1.145923,4.266710,2.063016
5.172832,184.900888,205552.177275,121401.213093,843090.803941,0.233439,49534.407083,0.829985,1.837371,3.242638,1.849411
5.130165,72.339978,12535.609095,9191.693690,57147.282822,0.244078,49056.838788,0.869653,1.202075,1.019009,1.346022
4.994370,83.011569,369428.532395,249069.639965,1576836.285549,0.240533,47540.158769,0.901333,2.926730,2.494145,3.844335
5.198251,57.718403,395625.987412,313845.278433,1898814.161667,0.246678,49819.151227,1.083090,0.668067,1.041937,4.084405
5.279992,33.532132,1292304.326959,1029928.550461,6299137.635924,0.246809,50735.949136,0.975500,2.603492,1.153274,1.641242
5.305928,23.621954,1055545.867505,873808.167466,5267475.791966,0.247782,51027.200664,1.510815,1.237324,1.505536,1.884979
4.911167,239.141255,68563.137092,34902.256574,248931.998845,0.223539,46613.378297,0.950005,1.402298,0.876892,6.272224
4.830995,85.288483,480033.939645,138308.108835,1261155.470917,0.173645,45722.202049,1.074299,2.025827,4.922557,1.858078
4.967199,730.529960,81534.089225,49122.347217,326674.590692,0.234616,47237.292587,0.405034,1.530248,0.145024,3.987805
5.105086,54.976241,341926.954643,185564.230424,1326494.106026,0.228033,48776.361940,1.545580,1.090247,4.359916,1.126595
4.890197,287.654557,163443.258594,66730.043623,525208.672423,0.205863,46380.104360,1.151293,2.668744,5.113226,3.984102
4.808724,104.080400,218416.001259,143472.896956,891247.423657,0.239279,45474.977840,0.835217,2.394105,4.018727,2.907209
5.010351,73.832526,386032.668094,169238.475009,1315445.033553,0.211891,47718.386104,1.210633,2.018007,3.152425,4.136236
5.305057,685.059163,113032.230806,74234.410751,500589.170275,0.239269,51017.413155,0.493252,2.410265,5.502332,6.130135
5.099247,241.700561,83850.376066,55500.644405,360691.605479,0.239653,48711.083784,0.959518,1.811675,4.151805,2.409029
4.909379,371.300643,53742.975047,36458.577235,226867.310168,0.240820,46593.486385,0.680464,1.140865,5.404469,5.514960
5.010832,45.611479,376115.098154,225049.333443,1512498.875462,0.234214,47723.756660,1.375758,2.320533,2.568662,4.851257
4.931722,226.437017,70625.236874,62485.255054,342910.513470,0.249065,46842.153298,0.993841,2.625208,3.251446,3.813043
4.712270,130.593075,756303.451259,374802.920435,2615817.728246,0.221560,44405.915463,0.914700,2.601838,6.251580,0.922590
4.867558,163.851280,31992.660880,17705.880372,120528.399346,0.229340,46128.402943,1.069263,2.951407,1.987625,4.247478
4.965023,111.507986,204532.034974,91049.969408,697430.910281,0.213150,47213.044237,1.141052,2.752576,2.492360,2.837074
4.959657,115.990172,257742.901259,133592.835582,952562.093110,0.224839,47153.262468,0.703377,0.707888,4.603927,4.684165
5.774297,50.568267,532070.465534,387957.680095,2672736.359600,0.243866,56315.386148,1.349420,1.235741,5.680687,2.316713
5.758540,41.588870,356044.751118,326927.262754,2006992.540177,0.249546,56136.635703,1.441547,0.405443,0.456835,2.647473
5.728195,154.990493,305690.348889,194808.762139,1422171.778741,0.237730,55792.554504,0.941822,0.920476,3.064321,4.912522
6.006474,47.890313,907750.910357,493125.412075,4043653.978877,0.228100,58955.725440,0.588858,1.153619,4.302014,1.258875
5.804355,45.640469,367158.825027,321675.777042,2034826.398773,0.248910,56656.526899,1.183367,0.972977,5.415150,0.044635
5.686364,79.623284,397195.644727,341445.482073,2142391.471233,0.248576,55318.578399,0.994117,0.906135,4.112020,3.232247
5.953995,52.251764,958782.255371,608802.818831,4601571.037618,0.237539,58357.887237,1.222758,1.303771,3.076076,2.341676
5.445517,85.573061,186800.117406,109851.852363,798213.487796,0.233179,52597.679141,1.403476,1.120337,0.312036,4.379599
6.039277,81.598525,234520.774799,223795.380713,1403829.949492,0.249863,59329.726753,0.861032,2.299643,1.214552,1.252287
5.651316,66.224234,734348.924569,306731.861179,2697786.141691,0.207822,54921.776331,1.240916,0.638494,3.425481,2.964282
5.593182,82.288221,221067.254486,87299.363372,780913.367783,0.202955,54264.228863,0.810107,1.809513,4.213957,0.436950
5.694513,210.747667,248136.412563,103522.543514,916916.783250,0.207722,55410.881284,0.283959,2.630782,5.383604,4.564445
5.567491,63.360402,303242.996964,166321.294889,1272634.303801,0.228743,53973.900006,1.258178,1.119046,5.373118,5.293760
5.648514,98.153021,705613.504214,457202.787306,3272109.504271,0.238591,54890.065099,0.988087,2.008610,5.692324,1.149672
6.087003,568.345002,100715.614407,39606.027420,381550.928503,0.202586,59874.267165,0.472320,1.750100,5.567265,0.454801
6.041418,44.878852,547157.633210,393543.980423,2836829.265872,0.243334,59354.143071,1.333762,2.241853,0.972690,5.155113
5.887340,127.397544,123027.895339,23625.665208,303966.407069,0.135146,57599.426751,1.285012,1.627149,1.636101,2.283978
6.005818,41.665214,424880.077441,318031.831730,2237245.093754,0.244829,58948.252103,1.056428,2.834118,2.930193,4.004655
5.719575,56.553098,509528.424608,176742.676342,1709025.711514,0.191213,55694.852224,0.746909,0.413865,6.244270,2.918468
5.836858,293.993515,98392.424363,44889.208563,389655.331210,0.215141,57025.651818,0.618302,1.704931,1.021966,3.343976
6.075569,527.427440,96819.965303,62347.776968,476279.538227,0.238274,59743.771757,0.714981,1.472184,2.635989,3.269699
5.661653,44.960205,279046.315503,259825.823444,1561349.212488,0.249682,55038.781215,1.448302,1.008987,6.095555,0.815449
5.617697,40.991552,621071.870237,290864.160499,2414422.343510,0.217222,54541.419395,1.427380,1.908736,0.988127,3.690658
5.674942,120.046535,160235.628407,49686.145208,501917.875847,0.180667,55189.234679,1.337028,2.127470,3.177586,2.831497
5.766459,54.998997,390668.816874,318362.094163,2075231.042171,0.247400,56226.456663,0.810839,2.103370,1.708047,3.254870
6.038860,41.735614,170168.302507,88951.484543,746141.779611,0.225440,59324.972504,1.415189,2.349735,4.243313,4.861543
5.945540,131.107885,302456.347984,209176.127274,1515721.075857,0.241690,58261.625048,0.300684,2.216142,0.984953,4.959376
5.637157,49.278730,1308359.158812,879389.554807,6173444.714336,0.240388,54761.549989,0.843077,2.427056,5.297645,4.574281
5.592545,237.514876,207098.498527,77764.099173,711704.465474,0.198466,54257.036686,0.378223,2.911822,0.326024,5.955074
5.724184,68.323856,532061.406166,489473.667560,2986782.238332,0.249565,55747.081431,1.342333,2.404849,5.540658,5.679202
5.554629,345.330533,89908.058175,54017.416779,395111.813693,0.234454,53828.609566,0.657441,1.517226,0.820573,6.151893
5.518200,147.644928,361713.893987,190215.732968,1473390.764000,0.225863,53417.324978,0.681715,1.702845,0.418060,4.907435
5.951480,93.390133,226157.818543,79778.410751,792007.510529,0.192768,58329.254529,1.528111,1.294004,2.622149,4.230347
5.875714,12.690941,1440122.759941,966515.627952,7033972.367150,0.240318,57467.232502,1.089700,0.758008,0.715689,1.156371
5.736055,220.605710,162353.593885,57424.799685,551753.987811,0.193015,55881.658339,1.365148,1.068353,3.217544,5.277348
6.095570,74.722068,702948.158569,492860.972052,3624462.252374,0.242284,59972.077141,1.014062,1.127221,2.290054,5.438940
5.779402,299.746265,25811.067883,18449.893305,128430.187627,0.243085,56373.309329,0.305769,2.000766,3.113369,2.554158
5.834676,47.027711,991787.589484,437803.694261,3857397.443528,0.212459,57000.860524,0.851698,2.171304,2.782037,2.859542
5.745943,46.468908,465105.730443,384134.991067,2480035.219931,0.247727,55993.771209,0.926790,2.266152,1.579432,2.907615
5.679025,151.550843,141331.951370,101913.149433,695963.672652,0.243435,55235.459739,0.766334,1.862038,1.546641,0.539390
5.436410,90.203009,532521.882883,256402.664002,2043584.485039,0.219376,52495.064278,0.432846,1.133781,0.548219,0.374526
5.825646,70.758015,352000.492257,211566.573981,1611197.596875,0.234476,56898.289450,1.349110,1.522423,0.259396,5.547683
5.548847,48.695795,1013797.168829,364743.640912,3380992.501639,0.194581,53763.313079,0.871053,1.057538,0.170172,1.735616
5.632485,267.780351,158211.781067,99554.351244,720792.941793,0.237054,54708.690379,0.337941,1.436968,3.923347,0.953141
5.504470,23.466254,780514.857036,333620.251658,2839255.732517,0.209777,53262.391775,1.188917,1.118902,4.733068,3.441425
6.096903,50.037494,231047.780871,226918.760195,1414638.364207,0.249980,59987.288647,1.074062,1.962352,1.603761,2.432315
5.965101,31.086123,510769.720727,495418.516700,3050071.292731,0.249942,58484.356070,1.048031,2.487131,3.547071,6.049175
5.936412,239.206113,114966.312817,110118.317281,679397.293563,0.249884,58157.716947,0.187384,1.141682,0.676661,0.625957
5.827581,197.336105,214706.573712,119824.398217,945396.435685,0.229889,56920.273432,0.199993,1.438396,0.298207,0.064979
5.790078,65.462648,660799.409408,436295.112089,3160355.751388,0.239531,56494.469706,0.716315,0.412724,1.080166,5.276722
6.016326,81.440986,310365.323878,110927.208321,1104942.727448,0.193974,59068.028099,1.359864,1.751696,0.003060,0.506632
6.055645,51.803974,233642.443711,152377.233825,1153713.382579,0.238920,59516.425946,1.366304,2.704040,1.323176,3.870319
5.769439,260.445535,96415.397775,72399.570307,491360.152648,0.244940,56260.270603,0.898172,0.984822,0.161857,0.613794
6.132725,126.218678,505349.112416,498614.716943,3116921.046781,0.249989,60396.404527,0.641245,1.451720,2.943384,2.713164
6.099922,102.698710,496580.256289,333596.141959,2505796.446711,0.240364,60021.761026,0.762546,1.706884,2.480473,4.323049
6.250593,82.503021,293018.478644,209846.130495,1560848.935667,0.243161,61744.457957,0.662309,2.398625,1.348678,5.444801
6.183928,173.058736,67837.100394,3802.138645,85551.751757,0.050257,60981.660241,0.801076,1.746192,2.858769,1.896516
6.440036,89.242109,199576.548903,101553.147647,911813.642464,0.223509,63917.072864,1.111363,1.675153,0.591114,0.059036
6.933261,37.177818,781995.102162,477872.583119,4196588.863194,0.235432,69606.124895,0.185855,1.693987,4.315440,4.352834
6.819275,332.474207,58279.366269,35343.306601,307031.883228,0.234996,68287.343519,1.020449,1.542120,5.758324,5.756335
6.436909,87.893796,108216.136301,92864.263567,648638.772609,0.248543,63881.147522,1.198129,2.218866,3.697955,2.916240
6.678179,30.412465,867751.723399,357904.427254,3654954.949221,0.206740,66658.199253,0.718738,1.310401,4.567883,6.077733
6.379417,93.493490,180684.014577,106714.049570,885951.719241,0.233439,63221.075709,0.382065,1.683623,4.392061,3.702904
6.479416,273.749021,103625.016581,49746.436045,461375.721073,0.219148,64369.591571,0.746777,1.010559,6.155460,0.746278
6.406759,132.772616,39181.248570,33658.924996,234024.398281,0.248563,63534.915172,1.035449,1.495418,1.431863,2.971867
6.573715,330.262242,40369.063123,24153.639768,204543.264306,0.234210,65454.425605,0.866153,1.641585,2.603212,5.341754
6.221568,130.138134,194652.377613,125576.227950,978227.303615,0.238367,61412.239275,1.057912,2.101353,5.359156,3.058155
6.605859,82.963741,629358.149015,571839.467928,3971262.104846,0.249427,65824.609977,0.869857,1.989921,0.096395,0.662480
6.801996,29.475601,1048227.150370,629493.852876,5481884.857890,0.234427,68087.636277,1.202635,2.465661,5.206248,5.331004
6.173308,24.844588,7737.030840,1222.999746,17817.959853,0.117864,60860.225528,1.140835,1.195751,5.217293,5.699499
6.304235,218.409798,29944.145961,16990.115330,142292.402760,0.230955,62358.917764,0.985946,1.629831,2.304776,5.842037
6.465106,189.810314,218982.443874,172836.600717,1262542.157092,0.246532,64205.118448,0.619248,1.187630,2.749399,0.494148
6.508365,237.334232,83560.916997,44770.150532,395980.721640,0.227158,64702.438935,0.418049,2.007774,4.229335,1.062486
6.224080,84.417946,388850.929943,133549.881289,1394561.808770,0.190291,61440.982977,0.870655,1.959486,3.053624,5.357519
6.318912,225.443231,56170.440003,12332.622543,159089.864666,0.147619,62527.141462,0.154539,1.378333,0.802476,3.891839
6.565874,19.818282,1280005.032475,1242494.467185,8306088.964116,0.249945,65364.160560,1.206902,1.417988,3.388787,5.244114
6.607602,124.893578,35574.693960,14140.240075,145515.476521,0.203528,65844.692801,1.340117,1.315172,5.531462,1.665625
6.329156,371.917167,57759.428652,29309.396150,259572.878411,0.223308,62644.580780,0.835213,2.035960,5.185727,5.484381
6.282106,47.150243,802102.887210,451125.650447,3782400.369902,0.230392,62105.361811,1.299167,0.747271,3.513870,2.730483
6.320983,30.981482,459740.950112,149227.834083,1619825.421541,0.185001,62550.877804,1.540298,1.791766,1.078608,1.790333
6.491762,204.825818,204317.275048,169892.353291,1214082.884623,0.247884,64511.524853,0.370836,0.684000,2.674201,4.634515
6.268047,158.407433,57736.918407,32704.546281,272760.362358,0.230848,61944.330303,1.405223,1.776632,0.808105,0.891939
6.218602,87.691473,246821.292018,114547.215875,1041557.754362,0.216504,61378.301863,1.275971,1.638987,2.825909,3.590147
6.590771,72.817153,216703.035807,189261.906827,1337658.112443,0.248858,65650.833111,0.705066,2.144522,4.439197,1.948036
6.678018,115.315092,36708.375704,12456.029256,138997.139830,0.189166,66656.348640,0.919668,1.887205,4.035905,2.768836
6.466113,213.891637,72763.257272,30780.921879,302124.308170,0.208902,64216.688501,1.150837,1.918780,2.458065,4.861264
6.659416,211.605267,80992.148927,21591.593480,267680.377991,0.166177,66441.839886,0.383295,1.361630,1.001637,4.752362
6.818478,290.159483,60459.994000,44890.315537,353807.908767,0.244540,68278.136928,1.037055,0.783505,1.864707,4.517511
6.372352,63.571577,269183.551103,212883.648063,1534260.375552,0.246590,63140.019129,0.981906,0.896947,5.887647,0.476485
6.832929,114.171452,291668.114486,50304.222107,770942.607669,0.125462,68445.196652,0.818049,1.207726,2.944122,1.551573
6.365459,332.301712,97266.152456,37778.686574,380390.229311,0.201490,63060.924866,0.843862,0.348545,3.790001,0.337810
6.576751,58.942283,341497.996528,103819.768331,1201019.176770,0.178784,65489.385141,0.591137,2.377888,3.408548,4.962081
6.378885,47.911788,21328.743519,6475.023690,72995.146117,0.178648,63214.974341,1.319232,2.210785,1.977483,4.304132
6.764266,86.265241,124869.513931,72053.733014,636368.594016,0.232017,67651.749685,1.457108,2.007860,4.135367,2.679401
6.255217,120.323229,326997.138210,165227.407736,1451420.934946,0.222997,61797.406987,0.042664,2.081720,2.653659,1.145176
6.368022,64.525095,351249.672877,194810.969853,1663567.240696,0.229481,63090.337055,1.113668,1.123025,4.030322,4.163839
6.876014,269.438547,67810.235652,39821.222909,353805.480614,0.233094,68943.507138,1.221543,1.503025,5.938405,6.155833
6.393988,31.458555,558777.833133,74034.621951,1198472.681488,0.103306,63388.305379,1.414317,1.875908,3.389371,5.353503
6.198604,54.948024,134565.008482,65763.722939,582171.243726,0.220512,61149.508667,1.475230,1.224840,4.511616,2.070028
6.413433,177.712324,71363.038752,17000.344951,214350.039989,0.155377,63611.545621,0.799945,0.303726,5.287122,6.231683
6.185003,322.354329,31626.300461,12315.157902,120821.746484,0.201716,60993.958967,0.710713,1.892290,5.646419,3.066401
6.486674,130.639500,139735.526192,73742.702870,654988.568792,0.226109,64453.024276,1.439443,1.981527,0.594332,3.985857
6.741659,263.655454,51486.855538,39900.762169,304974.200640,0.245982,67390.705687,0.383763,0.801537,5.589176,0.540128
6.561740,96.717555,403052.481149,204086.911244,1866681.000604,0.223152,65316.570293,0.512364,0.075180,3.576105,4.662743
6.287842,32.228499,379127.957351,131652.875531,1380008.448908,0.191314,62171.079161,1.364979,2.283446,1.690051,0.897397
6.388577,215.907187,90761.331997,85793.358476,567541.525607,0.249802,63326.198164,1.458790,2.549009,5.644216,4.285023
6.555633,76.919765,498946.486557,291730.515512,2491681.547659,0.232829,65246.277491,0.183826,1.943808,3.727528,3.502014
6.719427,67.868346,425974.615047,259252.189667,2219636.609415,0.235200,67134.080328,0.778541,1.312117,0.556204,0.865428
6.304459,187.239628,37179.028787,11436.266658,126876.990365,0.179902,62361.483277,1.153807,1.112199,3.582005,4.247585
6.480526,120.966632,9886.483300,8042.478233,58006.969112,0.247355,64382.355713,1.079756,1.467575,2.846121,5.034720
6.702145,49.201216,231794.737188,46116.605547,653441.884999,0.138404,66934.657570,1.328536,1.868515,4.843708,2.640361
6.501745,223.030103,46810.970385,37696.279897,274013.001360,0.247092,64626.309913,1.564192,1.093754,3.435720,1.804985
6.755703,128.691158,31003.855813,13818.287733,137544.945965,0.213248,67552.868847,1.424503,2.779255,0.246062,0.485008
6.422359,234.424885,179333.645216,36446.665325,493095.841802,0.140377,63714.037150,0.477570,1.252356,5.948590,5.659716
6.478853,109.984753,312334.457694,129275.929534,1283836.456750,0.207042,64363.123614,1.093664,1.040511,2.883722,0.715302
6.487932,54.012444,212246.425525,134346.451233,1095060.071028,0.237371,64467.495656,1.256520,0.542036,4.475826,0.119658
6.202068,131.128158,188936.380859,80249.488039,758405.565010,0.209244,61189.139048,1.017127,2.582326,5.032919,3.153998
6.442043,659.369184,52646.787526,46100.735153,319032.382676,0.248901,63940.122492,0.065732,2.615561,6.019943,1.203426
6.445261,430.464906,70051.846521,45398.683803,363813.198268,0.238600,63977.091399,1.036476,0.938062,2.979618,3.728327
6.447948,196.693999,147512.588905,132290.842302,905485.133908,0.249260,64007.956567,0.356013,1.871550,2.812582,6.150583
6.668625,181.082764,197180.260493,119707.072917,1019357.418503,0.235057,66548.024107,0.422995,1.500991,5.832634,5.682201
6.182140,228.492510,120901.880971,25853.636503,331060.822027,0.145133,60961.214022,1.138314,1.663097,2.409770,0.452104
6.280288,102.907236,197441.362409,88987.778207,827191.846613,0.214158,62084.541153,0.595376,1.132103,4.342412,3.770952
6.564072,40.385726,418630.915693,255862.018327,2142211.898160,0.235441,65343.411526,1.140461,1.044770,1.357326,5.538225
7.508685,196.151139,85170.573534,63072.530141,541683.293968,0.244445,76298.081599,0.922265,3.058850,1.868686,1.089864
7.413810,320.677220,64983.043838,16857.250803,232354.622928,0.163551,75190.901553,0.855303,1.351023,3.207663,3.325987
7.517310,244.620384,76904.484216,38646.573885,399563.014193,0.222595,76398.808953,1.193901,1.521802,5.927118,1.123161
